id,recommendation1,recommendation2,recommendation3,recommendation4,recommendation5,recommendation6,recommendation7,recommendation8,recommendation9,recommendation10,recommendation11,recommendation12
tt0092690,tt0082163,tt0086366,tt0084788,tt0080520,tt0078446,tt0087042,tt0089199,tt0100608,tt0110518,tt1323598,tt4623920,tt0103671
tt0300015,tt0329276,tt0112701,tt0375154,tt0327804,tt1319694,tt0450336,tt4828802,tt2183152,tt1366365,tt0183550,tt0093562,tt0337909
tt0064860,tt0061576,tt0064175,tt0072012,tt0068154,tt0069095,tt0069697,tt0062151,tt0067355,tt0074442,tt0078058,tt0079351,tt0087481
tt0203343,tt0116503,tt0119288,tt0106323,tt0104083,tt0100107,tt0106743,tt0124014,tt0090192,tt15195272,tt0226362,tt0482495,tt0129852
tt0097557,tt0102690,tt0081515,tt0076630,tt0099384,tt0101492,tt0083959,tt0096426,tt0087472,tt0079549,tt0094320,tt0093075,tt0082352
tt0050298,tt0044753,tt0043418,tt0049714,tt0048364,tt0046936,tt0050495,tt0040155,tt0033145,tt0023074,tt0046040,tt0043390,tt0023556
tt0192949,tt0819953,tt0107447,tt0116720,tt0071552,tt0368672,tt0304574,tt0097635,tt0070620,tt7231342,tt2414040,tt0090985,tt6125754
tt0069761,tt0070736,tt0071960,tt0068384,tt0092636,tt0066273,tt0073559,tt0067738,tt0068997,tt0066296,tt0102867,tt0071902,tt0068450
tt0030418,tt0028203,tt0024865,tt0021885,tt0020827,tt0022279,tt0475982,tt0030287,tt0041327,tt0033405,tt0023948,tt0029852,tt0027438
tt0071402,tt0082250,tt0089003,tt0092857,tt0109578,tt0068931,tt1137450,tt0071866,tt0091575,tt0085121,tt0070736,tt0073092,tt0082247
tt0088680,tt0085794,tt0070379,tt0095497,tt0090863,tt0071115,tt0163988,tt0076451,tt0083190,tt0101540,tt0119485,tt0063803,tt0106226
tt0069795,tt0074430,tt0070656,tt0068284,tt0057569,tt0072225,tt0084028,tt0062235,tt0067487,tt0069427,tt0070636,tt1464238,tt0354843
tt0076301,tt0071598,tt0073451,tt0070291,tt0076095,tt0082220,tt0060094,tt0071269,tt0048423,tt0068245,tt0067109,tt0070509,tt0093596
tt0299203,tt0295469,tt0292249,tt0271018,tt0475289,tt1866197,tt0257721,tt1977903,tt0110552,tt0104879,tt3391988,tt2557948,tt1268161
tt0079240,tt0073341,tt0073906,tt0075147,tt0095897,tt0082869,tt0075784,tt2763296,tt0066767,tt0033680,tt0097328,tt0059274,tt0100530
tt0101455,tt0108258,tt0103596,tt0119310,tt0104437,tt0106701,tt0100419,tt0092494,tt0113932,tt0083655,tt0101190,tt0110989,tt0092638
tt0375735,tt0325055,tt1037218,tt0323298,tt0420609,tt0489327,tt0091765,tt1022885,tt3832326,tt0218616,tt0367082,tt1560970,tt0185442
tt0039357,tt0034694,tt0033226,tt0041622,tt0046054,tt0038773,tt0033021,tt0041460,tt0039893,tt0037990,tt0040974,tt0044715,tt0034778
tt0039819,tt0037175,tt0037640,tt0040762,tt0036406,tt0040257,tt0039634,tt0035370,tt0043012,tt0037651,tt0023225,tt0040869,tt0043736
tt0162346,tt0109508,tt0159097,tt0114906,tt0335266,tt0097493,tt0305206,tt0126886,tt0333766,tt0146882,tt0467406,tt0364955,tt0375063
tt0252480,tt0250798,tt0266425,tt0116261,tt1417075,tt0092978,tt0119389,tt0208629,tt0243609,tt0367082,tt0280653,tt7144874,tt0102443
tt0188757,tt0454224,tt1199550,tt0073705,tt0119256,tt1791528,tt10037014,,,,,,
tt0103923,tt6119186,tt0078937,tt6974888,tt0076009,tt5379294,tt3111486,tt3208802,tt9284386,tt3026144,tt0078938,tt10749962,tt11619482
tt0017925,tt0015324,tt0015864,tt0019254,tt0018455,tt0016332,tt0017136,tt0031679,tt0021749,tt0025316,tt0035446,tt0041959,tt0022100
tt0048517,tt0026056,tt0056504,tt0062185,tt0028575,tt0057490,tt0041452,tt0055895,tt0041090,tt0048538,tt0048028,tt0068762,tt0046303
tt0756618,tt11155912,tt5012910,tt0065360,tt3333980,tt0325761,tt2141941,tt1568337,tt8333418,tt14663456,tt3551796,tt11760236,tt2387408
tt0089114,tt0088979,tt0091059,tt0092494,tt0091949,tt0093148,tt0091810,tt0087065,tt0088323,tt0098663,tt0097758,tt0096101,tt0114948
tt0367153,tt0415167,tt0078405,tt1866251,tt0098375,tt0074455,tt0113762,tt3087848,tt1770672,tt0082427,tt0108350,tt0091276,tt0203425
tt0032007,tt0053994,tt0038427,tt0038032,tt0036098,tt0051337,tt0217081,tt0041594,tt0048960,tt0055207,tt0044672,tt0060164,tt0043067
tt0114496,tt0101787,tt0110093,tt0102945,tt0120686,tt0265029,tt0163187,tt0117002,tt0095690,tt0098384,tt0096037,tt0110907,tt0304415
tt0796307,tt2378281,tt0387914,tt0318292,tt0164877,tt2876428,tt2222394,tt8883472,tt0405393,tt1421046,tt1024876,tt0407246,tt0380538
tt0414426,tt0120797,tt2217777,tt4052050,tt1767272,tt0954947,tt0120699,tt0489664,tt2866708,tt3839880,tt0319969,tt0074806,tt0817544
tt0098257,tt0095867,tt0093146,tt0104391,tt0101744,tt0089539,tt0099720,tt0106922,tt0127759,tt0106819,tt0116039,tt0112782,tt0079882
tt0100212,tt0079367,tt0093886,tt0104695,tt0095031,tt0085894,tt0098067,tt0102250,tt0086873,tt0104452,tt0092086,tt0090098,tt0083798
tt0069097,tt0070707,tt0066808,tt0073312,tt0065063,tt0068555,tt0087003,tt0081554,tt0086637,tt0077742,tt0084329,tt0104466,tt0093818
tt0028505,tt0029516,tt0024130,tt0027884,tt0026914,tt0026205,tt0023825,tt0028330,tt0023382,tt0025173,tt0029395,tt0026932,tt0023385
tt0063655,tt0065093,tt0036516,tt0047073,tt0076845,tt0077629,tt0063592,tt0078320,tt0067650,tt0047797,tt0096243,tt0042539,tt0065825
tt0087130,tt0086276,tt0092288,tt0089308,tt0090660,tt0074226,tt0100079,tt0093995,tt0089869,tt0071431,tt0093171,tt0105459,tt0098987
tt0031505,tt0028231,tt0029811,tt0028212,tt0039694,tt0025452,tt0032484,tt0042004,tt0021165,tt0022395,tt0035279,tt0033922,tt0030341
tt0049026,tt0041269,tt0039550,tt0046514,tt0051605,tt0042496,tt0050249,tt0047263,tt0041084,tt0041572,tt0042976,tt0038774,tt0039311
tt0041959,tt0036775,tt0040897,tt0052311,tt0043014,tt0047296,tt0033467,tt0022100,tt0033870,tt0046912,tt0042192,tt0050212,tt0053125
tt0120787,tt0109635,tt0093010,tt0260866,tt0103772,tt0107211,tt0250797,tt0102945,tt0104389,tt0119468,tt0285650,tt0164334,tt0105414
tt0214878,tt0087681,tt0097884,tt0094082,tt0015881,tt0099334,tt0092627,tt0067770,tt0097162,tt0226708,tt0324133,tt0110638,tt0091538
tt0077617,tt0077270,tt0098328,tt0071838,tt0064137,tt0079652,tt0070653,tt0082893,tt0070046,tt0052735,tt0064397,tt0030755,tt0044110
tt0152176,tt0242252,tt0120413,tt0216799,tt0114008,tt0491046,tt0160620,tt0127288,tt0212826,tt0151396,tt0165859,tt0263671,tt0117688
tt0115759,tt0244244,tt0117333,tt0119094,tt0105690,tt0144214,tt0042286,tt0101393,tt0126816,tt0119395,tt4537986,tt0116712,tt0120873
tt0177749,tt1441952,tt1156470,tt0089656,tt0210727,tt0499238,tt0110251,tt0910559,tt8505838,tt0378906,tt6509432,tt0943512,tt0493393
tt0943326,tt1925479,tt0089562,tt0087746,tt2537176,tt1015474,tt0887971,tt0083146,tt0113049,tt0106323,tt0087798,tt3212904,tt0091462
tt0032599,tt0032904,tt0029947,tt0036613,tt0031762,tt0030241,tt0056923,tt0028597,tt0033045,tt0029284,tt0033804,tt0028010,tt0038787
tt0031828,tt0029064,tt9014922,tt0023985,tt0028282,tt0045824,tt13710206,tt0050495,tt0201477,tt0043418,tt0028629,tt0041513,tt0034828
tt0132910,tt0115986,tt0353324,tt0166425,tt0109506,tt0946992,tt11375842,tt10616472,tt1340094,tt0197104,tt10661516,tt0160495,tt0219653
tt0325675,tt0105137,tt1342402,tt2150209,tt0289967,tt0253779,tt0456047,tt0765833,tt2124186,tt0287300,tt0264051,tt0253143,tt0346211
tt0069704,tt0066026,tt0064276,tt0066434,tt0079576,tt0061722,tt0074119,tt0075860,tt0064115,tt0064665,tt0068473,tt0084805,tt0061418
tt0810868,tt0408777,tt1976558,tt1244668,tt0126765,tt0258760,tt5075584,tt2147995,tt0765432,tt0441762,tt0250258,tt0276617,tt1719541
tt0120510,tt0938283,tt0164912,tt0362174,tt0219854,tt0337697,,,,,,,
tt0218864,tt0246989,tt0314786,tt0356614,tt0192023,tt0228004,tt0283111,tt0150176,tt0460745,tt0119534,tt0144168,tt0961108,tt0137330
tt0035429,tt0053935,tt0041737,tt0037991,tt0035153,tt0038238,tt0046436,tt0045808,tt0040481,tt0047945,tt0046889,tt0037367,tt0045191
tt0420294,tt0324216,tt1572315,tt0099994,tt2620590,tt0092076,tt0110978,tt0072271,tt11755740,tt0758746,tt0454841,tt0329101,tt0295700
tt0098273,tt0101912,tt0115907,tt0078718,tt0070643,tt0075774,tt0097769,tt0106519,tt0118852,tt0080569,tt0089913,tt0067549,tt0070666
tt0318292,tt0164877,tt0280015,tt0208181,tt2222394,tt0380538,tt0405393,tt0098214,tt0313196,tt0221344,tt3970854,tt5538800,tt0806940
tt0286751,tt0123948,tt0308379,tt0930083,tt0178868,tt0364385,tt0454919,tt4900708,tt0366292,tt0235198,tt0843302,tt0201517,tt0312843
tt0079191,tt0079777,tt0077296,tt0097668,tt0084826,tt1721491,tt0079442,tt0100490,tt0088089,tt0081576,tt0094785,tt0080164,tt0068538
tt0048729,tt0043961,tt0052002,tt0041144,tt0042629,tt0049933,tt0044573,tt0058507,tt0052135,tt0054296,tt0050470,tt0055318,tt0044110
tt0080539,tt0087188,tt0091113,tt0074291,tt0079759,tt0069191,tt0093267,tt0064940,tt0059229,tt0098606,tt0066922,tt0044000,tt0071129
tt0892255,tt0374569,tt0318462,tt0064157,tt1122614,tt0166120,tt0454792,tt0107322,tt0181865,tt0446667,tt0064158,tt0114788,tt0452624
tt0074174,tt0075718,tt0077199,tt0081207,tt0110363,tt0097351,tt0265662,tt0107985,tt0108037,tt0106611,tt0089791,tt0104868,tt0109127
tt0029578,tt0053098,tt0171344,tt0025465,tt0124578,tt0029989,tt0129544,tt0030936,tt0027654,tt0028589,tt0099501,tt0057859,tt0025725
tt0044789,tt0040427,tt0045465,tt0047878,tt0045877,tt0043142,tt0042369,tt0038988,tt0041503,tt0041968,tt0040695,tt0038057,tt0045124
tt0032414,tt0032416,tt0032415,tt0031133,tt0031909,tt0031000,tt0033555,tt0034013,tt0045932,tt0033554,tt0023108,tt0033910,tt0038123
tt0031406,tt0031122,tt0135694,,,,,,,,,,
tt0105435,tt0101393,tt0101587,tt0106673,tt0113161,tt0089118,tt0119229,tt0107050,tt0086567,tt0101745,tt0108135,tt0109303,tt0094025
tt0067004,tt0064895,tt0061525,tt0061383,tt0072435,tt0061667,tt0064639,tt0068384,tt0067224,tt0065872,tt0063636,tt0071312,tt0095186
tt0263438,tt0827503,tt1567448,tt0470883,tt0270053,tt1286126,tt0384116,tt1668191,tt3698408,tt6697582,tt0425333,tt1051907,tt5229228
tt0029440,tt0042644,tt0100409,tt0040679,tt0040795,tt0282100,tt0042327,tt0049096,tt0016029,tt0037120,tt0033152,tt0046672,tt0028691
tt0086148,tt0189559,tt1166871,tt0097445,tt0142371,tt0220218,tt0163494,tt0098202,tt0135037,tt0076281,tt0094995,tt0098692,tt0094668
tt0309698,tt0450385,tt1187064,tt0123755,tt1258197,tt2866360,tt0230600,tt0437279,tt0363988,tt0183649,tt0289879,tt0113280,tt2397535
tt0028829,tt0024471,tt0035980,tt0034622,tt0023125,tt0026922,tt0023007,tt0028737,tt0029120,tt0025101,tt0028804,tt0029899,tt0034808
tt0238883,tt0118767,tt0420982,tt0309047,tt0381936,tt0284492,tt0847880,tt1186366,tt0337898,tt1746183,tt0156849,tt2456536,tt0068519
tt0050091,tt0034405,tt0056675,tt0043418,tt0042256,tt0041327,tt0043668,tt0048312,tt0034808,tt0051028,tt0038873,tt0040870,tt0073269
tt0106701,tt0129868,tt0110989,tt0103786,tt0109813,tt0104437,tt0106965,tt0109190,tt0092871,tt0112431,tt0102719,tt0052461,tt0110366
tt0023327,tt0025532,tt0026744,tt0024210,tt0027593,tt0028111,tt0028003,tt0034717,tt0037365,tt0023335,tt0058382,tt0023305,tt0057334
tt0046198,tt0045518,tt0049933,tt0049849,tt0054296,tt0045847,tt0055318,tt0046757,tt0045123,tt0049639,tt0060564,tt0037627,tt0046204
tt0145048,tt0032717,tt4919484,tt0026636,tt3281548,tt3174378,tt0140973,tt0120024,tt2184288,tt6853528,tt5493392,tt0096169,tt0096186
tt0127045,tt3408826,tt0084739,tt5922098,tt8244886,tt6455420,tt6666448,tt12236244,tt4689974,tt7738956,tt13472058,tt9380252,tt11090578
tt0109686,tt0109040,tt2096672,tt0110475,tt0119528,tt0315327,tt0112281,tt0183505,tt1068680,tt0115798,tt0129387,tt0212338,tt0116483
tt0478829,tt0072083,tt0065838,tt0046881,tt0037096,tt0107535,tt0066883,tt0066198,tt0065703,tt0474312,tt0069404,tt2551492,tt0035415
tt0117193,tt0299854,tt0097125,tt0112443,tt2078718,tt0095774,tt0099409,tt0339147,tt0827521,tt0114303,tt6782276,tt0109823,tt0107450
tt0499262,tt0200654,tt1558877,tt0149601,tt0127311,tt0902955,tt1961675,tt0299502,tt0128332,tt0875595,tt0265144,tt0425333,tt1808223
tt0084874,tt0176415,tt0082210,tt0092693,tt0085374,tt0082888,tt0108355,tt0101317,tt0090259,tt0113918,tt0118788,tt0076001,tt0049043
tt0065669,tt0059465,tt0062833,tt0057128,tt0066849,tt1733465,tt1226752,tt0072869,tt0063285,tt0066952,tt0478988,tt0067457,tt0070634
tt0376196,tt0422779,tt0763840,tt0963965,tt0783598,tt0402912,tt1130969,tt1571402,tt0095942,tt0439544,tt1176095,tt0427166,tt0099409
tt0080754,tt0097243,tt0069007,tt0064728,tt0049830,tt0120678,tt0074906,tt0056632,tt0056264,tt0060120,tt0064866,tt0340376,tt0062185
tt0078111,tt0077682,tt0079449,tt0080453,tt0076749,tt0080116,tt0081614,tt0071733,tt0150661,tt0075753,tt0097884,tt0082054,tt0067778
tt0082054,tt0077682,tt0078122,tt0079449,tt0072353,tt0076749,tt0081614,tt0098520,tt0092068,tt0074524,tt0075753,tt0978833,tt0366544
tt0038965,tt0037761,tt0033740,tt0041487,tt0042792,tt0045124,tt0043132,tt0044314,tt0041178,tt0040740,tt0039973,tt0042832,tt0040843
tt0426931,tt0129290,tt0182789,tt0223897,tt0120889,tt0762114,tt0402850,tt0483726,tt0448075,tt0120716,tt0473308,tt2624412,tt0340096
tt0120680,tt0086877,tt0103121,tt0083138,tt0174605,tt0107681,tt4465522,tt0112820,tt0380473,tt0138511,tt0089607,tt0148583,tt0118696
tt0255665,tt0084027,tt0076492,tt0057935,tt0079098,tt0070498,tt0109140,tt0064086,tt0084198,tt0106546,tt0158481,tt0066880,tt0048473
tt0075845,tt0073133,tt0076845,tt0080442,tt0063219,tt0067162,tt0081964,tt0066471,tt0067329,tt0069067,tt0076804,tt0063185,tt0069761
tt0346336,tt1797002,tt0238891,tt1565068,tt0208990,tt0326977,tt0054248,tt0377569,tt0418091,tt0076085,tt0056512,tt0846040,tt0122648
tt0064787,tt0064186,tt0063413,tt0068394,tt0064243,tt0067696,tt0067602,tt0071537,tt0072196,tt0065677,tt0065148,tt0067446,tt0069253
tt0368658,tt0120699,tt0241025,tt0245046,tt0338427,tt0490579,tt4184252,tt0340012,tt0413015,tt0323332,tt0122541,tt0262911,tt0283139
tt0084935,tt0085183,tt0089243,tt14129964,tt0054850,tt0084749,tt0096000,tt0072354,tt0078437,tt0092860,tt0046949,tt16117564,tt0084424
tt0420251,tt0324242,tt0472458,tt0762073,tt0361668,tt0497137,tt0391539,tt0296042,tt0235198,tt0365376,tt0451094,tt0304262,tt0310775
tt0074483,tt0070355,tt0086383,tt0094963,tt0066999,tt0076070,tt0088272,tt0080377,tt0068699,tt0061747,tt0089767,tt0075029,tt0077523
tt0029284,tt0039169,tt0028597,tt0040613,tt0035417,tt0034012,tt0030241,tt0041498,tt0044916,tt0036174,tt0058092,tt0035151,tt0039190
tt0251736,tt0395584,tt8134742,tt1731697,tt3835080,tt0373883,tt1311067,tt0072271,tt0093177,tt0324216,tt0454841,tt12409886,tt4974332
tt0984200,tt0800240,tt0289635,tt0120662,tt0967945,tt0376479,tt0119791,tt0385017,tt0412808,tt0977214,tt1032819,tt0337639,tt0974613
tt0083959,tt0082431,tt0086340,tt0080904,tt0085659,tt0084090,tt0088379,tt0069729,tt0087127,tt0082000,tt0096246,tt0088771,tt0101675
tt0027893,tt0028691,tt0081062,tt0030368,tt0031580,tt0108838,tt0041855,tt0029751,tt0035572,tt0027421,tt0025907,tt0036022,tt0072272
tt0488174,tt0475783,tt3155654,tt5058114,tt1655617,tt0821442,tt0462684,tt1825955,tt8119680,tt7095654,tt1535491,tt5442308,tt1360795
tt0052811,tt0059727,tt0056277,tt0071519,tt0053717,tt0053719,tt0065738,tt0062037,tt0060866,tt0055505,tt0069715,tt0066518,tt0068727
tt0111127,tt0126604,tt0082926,tt0173716,tt0072979,tt0075936,tt0365125,tt0069089,tt0067454,tt0099329,tt0064683,tt4458862,tt1356790
tt0402158,tt0337103,tt0228786,tt0164961,tt1167638,tt0281364,tt0380349,tt0237534,tt1130993,tt0310203,tt1172230,tt0120882,tt0108500
tt0068912,tt0174246,tt0057700,tt0063935,tt0060333,tt0075330,tt0075145,tt0063057,tt0058822,tt0060135,tt0053311,tt0173717,tt0065797
tt0040087,tt0041822,tt0041487,tt0040512,tt0041529,tt0039482,tt0041945,tt0042742,tt0032651,tt0040643,tt9564448,tt0039311,tt0039941
tt0026966,tt0029064,tt0058652,tt0048967,tt0020269,tt0028629,tt0127834,tt0023395,tt0055892,tt0021165,tt0009899,tt0017096,tt0027131
tt0293191,tt0111058,tt0433817,tt0225100,tt6586344,tt3655414,tt0123685,tt3711510,tt0297456,tt0117302,tt1899142,tt2062559,tt0291392
tt0089444,tt0086946,tt0084904,tt0086998,tt0086999,tt0106500,tt0096291,tt0092897,tt0095348,tt0177262,tt0072820,tt0108560,tt0113305
tt0097165,tt0119217,tt0120382,tt0268978,tt0758758,tt13135668,tt0338013,tt0167404,tt0264464,tt0405159,tt0211915,tt1201607,tt0277799
tt0043503,tt0044533,tt0039305,tt0047985,tt0048291,tt0044040,tt0049291,tt0035608,tt0037611,tt0039302,tt0033717,tt0042324,tt0037166
tt0269217,tt0444778,tt4022454,tt0235154,tt0054144,tt0097202,tt0859765,tt0950500,tt0087578,tt0116767,tt0085933,tt0330229,tt0098360
tt0050097,tt0044849,tt0039947,tt0042333,tt0052327,tt0039676,tt0054115,tt0039306,tt0075151,tt0096243,tt0045669,tt0025608,tt0050964
tt0064727,tt0065569,tt0064494,tt0061453,tt0068424,tt0066380,tt0031614,tt0066104,tt0068294,tt0066499,tt0064338,tt0062870,tt0062358
tt0010060,tt0018455,tt0017416,tt0016641,tt0018033,tt0012938,tt0009356,tt0008822,tt0012952,tt0012190,tt0007340,tt0012675,tt0015693
tt0144106,tt6836462,tt0185014,tt7200032,tt0119020,tt0110251,tt13115128,tt14057572,tt0203632,tt0196510,tt11349638,tt0321473,tt0300237
tt0045737,tt0048976,tt0051848,tt0060095,tt0044722,tt0050923,tt0048350,tt0047413,tt0052993,tt0056447,tt0048588,tt0061787,tt0067989
tt0018773,tt0015864,tt0044837,tt0021749,tt0039631,tt0032553,tt0014624,tt0009018,tt0050598,tt0014358,tt0017925,tt0009611,tt0013486
tt0488120,tt0289765,tt0117381,tt1189340,tt0212985,tt0264935,tt4332232,tt0145681,tt0118971,tt0327056,tt0371257,tt0452623,tt1817273
tt0080907,tt0080031,tt0059037,tt0060748,tt0064886,tt0056062,tt0062765,tt0068638,tt0067334,tt0060934,tt0075993,tt0068786,tt0063688
tt0102569,tt0084749,tt0100369,tt0140614,tt0099562,tt0404977,tt0272202,tt1995373,tt0112492,tt0188565,tt0835419,tt0101591,tt0096806
tt0088895,tt0089679,tt0088044,tt0095740,tt0091836,tt0089470,tt0082592,tt0083739,tt0082947,tt0097698,tt0090670,tt0080536,tt0089941
tt0076933,tt0072608,tt0079180,tt0091178,tt0066402,tt0075223,tt0081591,tt0088414,tt0084049,tt0101356,tt0070605,tt0099623,tt0081562
tt0118798,tt0077663,tt0082979,tt0099422,tt0119942,tt0101516,tt1398021,tt0120324,tt0120885,tt0071970,tt0113161,tt1974420,tt0103850
tt0025935,tt0023880,tt0032671,tt0025117,tt0024069,tt0024484,tt0025731,tt0031067,tt0026525,tt0035019,tt0027630,tt0031302,tt0044075
tt0367479,tt0155267,tt0365485,tt0236784,tt2402157,tt1725986,tt0416496,tt0323033,tt0489664,tt0337921,tt0137494,tt0253110,tt0479537
tt0115886,tt13925142,tt0104443,tt0114846,tt0109491,tt0119546,tt0183550,tt0231001,tt0120013,tt0101692,tt0112775,tt0084728,tt0083356
tt0050839,tt0055370,tt0048491,tt0044391,tt0057779,tt0060645,tt0051383,tt0056048,tt0041587,tt0052918,tt0049966,tt0046963,tt0051196
tt0103617,tt0095382,tt0113438,tt0091278,tt0100232,tt0408196,tt0101846,tt0080310,tt0086837,tt5164196,tt0085382,tt0090021,tt0351977
tt0217505,tt0338751,tt0450259,tt0469494,tt0443272,tt0765429,tt0112641,tt0139654,tt1302006,tt0104691,tt1663202,tt1343092,tt0407887
tt0117609,tt0114733,tt0090849,tt0212879,tt0169299,tt0096310,tt0098502,tt0090190,tt0462485,tt0098503,tt2279922,tt0101591,tt7290030
tt0111001,tt0145653,tt0088645,tt0086969,tt0099291,tt0087979,tt0094746,tt0084503,tt0101605,tt0099703,tt1979172,tt0120202,tt0119668
tt0122111,tt0056352,tt0052374,tt0213322,tt0089714,tt0054665,tt0125301,tt0064546,tt0168626,tt0058275,tt0063633,tt0060543,tt0066498
tt0448154,tt0125936,tt1010415,tt0382382,tt0079586,tt1446483,tt1517626,tt1156509,tt0093458,tt0074273,tt0113649,tt1455624,tt1872120
tt0837803,tt0320244,tt0332375,tt0419858,tt9452878,tt0118698,tt3910148,tt1029285,tt7558548,tt6612946,tt9541486,tt0887908,tt2931072
tt0470765,tt0310281,tt0118111,tt0218839,tt4936176,tt0088258,tt2340036,tt9203030,tt0903651,tt0096926,tt0169728,tt0421143,tt1485786
tt0032152,tt0033945,tt0032234,tt0032828,tt0025318,tt0026676,tt0025590,tt0028120,tt0026017,tt0024183,tt0023049,tt0024672,tt0020927
tt0238627,tt3395184,tt7474996,tt11696674,tt0162236,tt0492481,tt0120026,tt0317529,tt0141779,tt0899138,tt4731148,tt0118958,tt0375172
tt0116240,tt0086425,tt0104804,tt0115710,tt0112744,tt0083678,tt0109951,tt0089841,tt0091188,tt0093277,tt0116722,tt0100828,tt0100200
tt0120856,tt0338769,tt1705952,tt6216718,tt0217081,tt0121958,tt0120131,tt0149533,,,,,
tt0079648,tt0306646,tt0107719,tt0091658,tt0083258,tt0203895,tt0249577,tt0308184,tt0100281,tt1041804,tt0086515,tt0217590,tt0211627
tt0101902,tt0100691,tt0079826,tt0094715,tt0120318,tt0093690,tt0094739,tt0090966,tt0247079,tt0107065,tt0141399,tt0091877,tt0116313
tt0088153,tt0080888,tt0090209,tt0039515,tt0086188,tt0050495,tt0080549,tt4472096,tt10237902,tt0054936,tt0087054,tt0108327,tt0056671
tt0034998,tt0035735,tt0040753,tt0038047,tt0039235,tt0043292,tt0042007,tt0035432,tt0038369,tt0042310,tt0038794,tt0033397,tt0037931
tt0482629,tt4738238,tt0785025,tt0486420,tt6450186,tt0929864,tt0402348,tt0960143,tt1462054,tt0116550,tt0345591,tt1929263,tt1699225
tt0036533,tt0035552,tt0034389,tt0042488,tt0040379,tt0042755,tt0039080,tt0045854,tt0041687,tt0043150,tt0035829,tt0034808,tt0033555
tt0410730,tt0289229,tt0154378,tt0498134,tt1520452,tt1067138,tt3671480,tt0212132,tt0106341,tt0466399,tt10484276,tt1339131,tt1426362
tt0014945,tt0015002,tt0016895,tt0013075,tt0012642,tt0012499,tt0015163,tt0014429,tt0009887,tt0011293,tt0027969,tt0011521,tt0011263
tt0033388,tt0032536,tt0031060,tt0030696,tt0038777,tt0028772,tt0023027,tt0019777,tt0022158,tt0020640,tt0041604,tt0026778,tt0023969
tt0022979,tt0023629,tt0022403,tt0024262,tt0032285,tt0023472,tt0023986,tt0043088,tt0027407,tt0024238,tt0022335,tt0029864,tt0023486
tt0901476,tt0369735,tt0866439,tt0251127,tt0817230,tt0397078,tt0252076,tt3833460,tt0988595,tt0491152,tt0770703,tt1033643,tt1001508
tt0094015,tt0100107,tt0157981,tt0092865,tt0099187,tt0090179,tt0095812,tt0095332,tt0137842,tt0079626,tt0119588,tt0085434,tt0092620
tt0082886,tt0083641,tt0070680,tt0080872,tt0077504,tt0079948,tt0081439,tt0090073,tt0083064,tt0085891,tt0065884,tt0070363,tt0100171
tt0473360,tt0380389,tt0499487,tt0385002,tt2448014,tt0995868,tt1226271,tt1023111,tt5065822,tt0973808,tt0466606,tt7918240,tt3036600
tt0181602,tt13904654,tt0106620,tt1337589,tt0129992,tt0130040,tt14016298,tt2369305,tt0098211,tt0199854,tt2385047,tt0090183,tt0111552
tt0101745,tt0093936,tt0106941,tt0090142,tt0102004,tt0101587,tt0107050,tt0109936,tt0108557,tt0098627,tt0085970,tt0106673,tt0094072
tt0316732,tt0305669,tt0152930,tt0388500,tt0183869,tt0295721,tt0408985,tt0951216,tt0804540,tt1407061,tt7238392,tt0077089,tt0208003
tt0074569,tt0071650,tt0063090,tt0104418,tt0111361,tt0084133,tt0068282,tt0066735,tt0081248,tt0076878,tt0082776,tt0077191,tt0064898
tt0181689,tt0407304,tt1631867,tt1483013,tt1136608,tt0343818,tt0325710,tt1276104,tt0117060,tt4450826,tt0369339,tt0480249,tt0116629
tt0047679,tt0038123,tt0042643,tt0039211,tt0034798,tt0044136,tt0041954,tt0045932,tt0049035,tt0048423,tt0042781,tt0041327,tt0039000
tt0039725,tt0038622,tt0042376,tt0045205,tt0034399,tt0048527,tt0022276,tt0048967,tt0048064,tt0025740,tt0042544,tt0035605,tt0037913
tt0107613,tt0102220,tt0102011,tt0108026,tt0102741,tt0116448,tt0087265,tt0097142,tt0098678,tt0103125,tt0828158,tt0113443,tt0384533
tt0033606,tt0033038,tt0035195,tt0026276,tt0039428,tt0035369,tt0025746,tt0034485,tt0034961,tt0033766,tt0022698,tt0048211,tt0074503
tt0246425,tt0353691,tt10156112,tt4944352,tt6186430,tt1102316,tt3008034,tt0219632,tt5226380,tt0186257,tt7502214,tt4170436,tt3860092
tt0160916,tt0117247,tt0118055,tt0318283,tt0120646,tt0101912,tt0097322,tt0119343,tt0112792,tt0116410,tt4778988,tt0219965,tt4630444
tt0071782,tt0074262,tt0068346,tt0083226,tt0055399,tt0066511,tt0079010,tt0059459,tt0057286,tt0053032,tt0087034,tt0117959,tt0092800
tt0811138,tt0295178,tt0145660,tt0118655,tt0799949,tt6779974,tt1365460,tt0105793,tt0108525,tt1218992,tt0329028,tt3107600,tt1073498
tt0424273,tt0212423,tt0425966,tt0855852,tt0245929,tt1176096,tt0446755,,,,,,
tt0305224,tt0142342,tt0343660,tt0280590,tt0389860,tt0398165,tt0120484,tt0112508,tt0762107,tt0116483,tt0185431,tt1986770,tt0120888
tt0109040,tt0112281,tt0110475,tt0109686,tt0315327,tt0119528,tt0183505,tt0115798,tt1068680,tt0369441,tt2096672,tt0212338,tt0129387
